     ID      FirstName          LastName     Score
    4382           Aamir       Aabriella         0
     642           Aamir           Aaban         0
    3173           Aamir       Aabriella         0
    2213           Aamir       Aabriella         0
    4550           Aaron            Aada         0
    7817           Aaron        Aadhavan         0
    7932           Aaron           Aadhi         0
    8021           Aaron           Aadhi         0
    5260           Aaron           Aadan         0
    8051           Aaron         Aadhvik         0
    8486           Abbey         Aaditya         0
   12175           Abbey           Aahan         0
    8476           Abbey          Aadhya         0
   10039           Abbey           Aagam         0
   10021           Abbey           Aadiv         0
   12700           Abbie           Aaila         0
   15026           Abbot           Aaila         0
   15855           Abbot          Aairah         0
   15140           Abbot           Aaira         0
   15386           Abbot           Aaira         0
   16173          Abbott          Aakash         0
   17135          Abbott            Aala         0
   19023          Abbott         Aalayah         0
   17773          Abbott         Aalayah         0
   19054            Abby         Aalayna         0
   22883            Abby         Aaleiah         0
   22725            Abby        Aalaysia         0
   24133            Abby            Aali         0
   24200            Abby         Aalijah         0
   29740           Abdel          Aalyah         0
   28411           Abdel         Aaliyah         0
   25046           Abdel          Aaliya         0
   38343           Abdul          Aanika         0
   31988           Abdul         Aalyiah         0
   34975           Abdul         Aamilah         0
   33687           Abdul          Aalyna         0
   39742           Abdul          Aaniya         0
   29845           Abdul          Aalyah         0
   38135           Abdul          Aamina         0
   41483      Abdulkarim           Aanya         0
   42792      Abdulkarim         Aaradhy         0
   42096      Abdulkarim           Aaqil         0
   40392      Abdulkarim         Aaniyah         0
   42895        Abdullah         Aaralyn         0
   44599        Abdullah           Aaran         0
   49737            Abel           Aaris         0
   47830            Abel          Aarion         0
   47531            Abel           Aarib         0
   46022            Abel           Aarav         0
   50630         Abelard           Aariv         0
   51907         Abelard         Aariyah         0
   50804         Abelard          Aariya         0
   55776           Abner      Aaronjames         0
   52212           Abner        Aariyana         0
   56372           Abner          Aaruhi         0
   56162           Abner          Aaruhi         0
   53586           Abner          Aarohi         0
   54172           Abner           Aaron         0
   57382         Abraham         Aarushi         0
   57262         Abraham          Aarush         0
   57298         Abraham          Aarush         0
   58446           Abram           Aarvi         0
   60004           Abram           Aaryn         0
   57537           Abram         Aarushi         0
   60686           Abram           Aashi         0
   59120           Abram         Aaryash         0
   65046             Ace           Aasir         0
   63102             Ace          Aashir         0
   64921             Ace           Aasir         0
   63521             Ace          Aashna         0
   64456             Ace         Aashray         0
   65147             Ace          Aasiya         0
   66878           Adair          Aayden         0
   67285           Adair            Abas         0
   67399           Adair           Abass         0
   66662           Adair          Aavyan         0
   70040            Adam           Abbey         0
   70122            Adam       Abbigayle         0
   69225            Adam            Abba         0
   69724            Adam           Abbey         0
   70928            Adam            Abby         0
   71583           Adams        Abbygail         0
   71857           Addie       Abbygayle         0
   72477           Adger          Abdiel         0
   72408           Adger         Abdalla         0
   72736          Aditya      Abdirahman         1
   72734          Aditya       Abdirahin         1
   74110          Aditya       Abdoulaye         1
   72822          Aditya       Abdoulaye         1
   72573          Aditya       Abdirahim         0
   78497           Adlai     Abdulkhaliq         1
   75467           Adlai      Abdulkadir         1
   74141           Adlai       Abdulahad         1
   79812           Adlai      Abdullatif         1
   74164           Adlai      Abdulhamid         1
   83314           Adnan      Abdurahman         1
   80004           Adnan        Abdulloh         1
   80074           Adnan     Abdulrahman         1
   83402           Adnan             Abe         1
   83163           Adnan     Abdulrehman         1
   84763           Adnan             Abe         1
   86330           Adolf            Aben         1
   85949           Adolf           Abela         1
   85061           Adolf          Abeeha         1
   85270           Adolf           Abela         1
   87040           Adolf           Abhik         1
   86522           Adolf        Abenezer         1
   87170          Adolfo       Abhimanyu         1
   88672          Adolfo         Abhiraj         1
   89878          Adolfo             Abi         1
   90430          Adolph            Abia         1
   92713         Adolpho         Abigale         1
   93908         Adolpho        Abigayle         1
   91480         Adolpho        Abigaile         1
   91359         Adolpho         Abigail         1
   91157         Adolpho          Abidan         1
   90869         Adolpho        Abiageal         1
   95176        Adolphus          Abijah         1
   96147        Adolphus          Abiola         1
   98935          Adrian         Abishai         1
   97583          Adrian          Abisai         1
   97270          Adrian          Abisai         1
  100610          Adrian         Abisola         1
  102491          Adrick          Abraam         1
  101912          Adrick          Abraam         1
  105450          Adrick         Abraham         1
  106768          Adrien            Abri         1
  105710          Adrien           Abrar         1
  109773       Agamemnon           Abria         1
  110237       Agamemnon        Abrianna         1
  110882       Aguinaldo           Abril         1
  110510       Aguinaldo        Abrielle         1
  111715          Aguste         Absalom         1
  111600          Aguste          Abrish         1
  111954          Aguste       Abubacarr         1
  111990          Aguste         Abubakr         1
  119140         Agustin          Acelyn         1
  114915         Agustin         Accalia         1
  112813         Agustin           Abyan         1
  114013         Agustin         Abygail         1
  115442         Agustin          Acelin         1
  120360          Aharon          Acelyn         1
  121316          Aharon         Acelynn         1
  127304           Ahmad           Achol         1
  127095           Ahmad           Aceyn         1
  123984           Ahmad          Acesyn         1
  124995           Ahmad            Acey         1
  129396           Ahmet             Ada         1
  128792           Ahmet           Acire         1
  136872            Ajai           Adaia         1
  130616            Ajai            Adah         1
  129444            Ajai             Ada         1
  140847            Ajay          Adalai         1
  139966            Ajay           Adain         1
  138521            Ajay          Adaiah         1
  137714            Ajay          Adaiah         1
  144091              Al          Adalis         1
  142660              Al         Adalida         1
  141001              Al        Adalaide         1
  141617              Al          Adalee         1
  141861              Al           Adali         1
  143327              Al          Adalie         1
  145830            Alaa         Adalynn         1
  145770            Alaa          Adalyn         1
  146261            Alaa         Adamari         1
  145390            Alaa           Adaly         1
  146722            Alan         Adamari         1
  152704            Alan           Adams         1
  152240            Alan           Adams         1
  148377            Alan         Adamary         1
